lfdn;age;sex;v_3;education;relation;kldb;e1;a1r;c1;n1;o1;e2r;a2;c2r;n2r;o2;e3;a3r;c3;n3;o3;e4;a4;c4r;n4;o4;e5r;a5;c5r;n5r;o5;e6;a6r;c6;n6;o6;e7r;a7;c7;n7r;o7r;e8;a8r;c8;n8;o8;o9r;a9;c9r;o10;status;charisma;classes;a1;e2;c2;n2;a3;c4;e5;c5;n5;a6;e7;n7;o7;a8;o9;c9;extr_mean;open_mean;con_mean;agree_mean;neuro_mean
703;20;1;-99;2;2;4;4;4;2;2;5;2;5;5;4;4;4;3;4;2;4;5;5;5;1;4;3;4;4;4;4;3;4;3;2;1;3;4;5;5;4;4;3;3;2;2;5;4;5;1;2;10;5;2;4;1;2;3;1;3;2;2;2;3;1;2;3;1;1;3,75;2,8;2,44444444444444;3,55555555555556;1,75
705;25;3;-99;2;1;0;3;4;4;4;4;4;4;2;4;5;2;2;4;4;4;3;4;2;3;5;3;2;4;4;4;4;4;4;5;5;3;4;4;4;3;3;3;4;4;5;1;4;4;5;2;-77;-77;2;2;4;2;4;4;3;2;2;2;3;2;3;3;5;2;2,875;4,5;3,55555555555556;3,22222222222222;3,25
706;19;2;-99;2;1;0;2;3;3;3;3;5;4;4;4;4;2;4;4;4;3;2;3;4;4;3;5;2;4;3;3;2;3;4;5;3;5;3;4;2;3;1;4;3;5;4;3;3;4;2;2;-77;-77;3;1;2;2;2;2;1;2;3;3;1;4;3;2;3;2;1,5;3,1;2,88888888888889;2,77777777777778;3,75
707;44;2;-99;2;3;0;4;2;4;5;4;3;4;4;3;5;3;1;4;3;4;4;3;4;5;5;4;4;4;2;2;3;2;3;4;4;5;4;3;4;3;2;3;4;4;5;3;4;4;3;1;14;6;4;3;2;3;5;2;2;2;4;4;1;2;3;3;3;2;2,75;3,8;2,88888888888889;3,88888888888889;3,75
708;18;3;-99;1;1;0;5;5;4;5;4;2;4;3;2;5;2;3;4;4;5;4;3;4;5;4;1;4;5;1;4;4;4;2;4;4;1;5;5;4;4;3;2;3;4;5;2;5;4;5;2;-77;-77;1;4;3;4;3;2;5;1;5;2;5;2;2;4;4;2;4;4,2;2,88888888888889;3,44444444444444;4,125
711;19;3;-99;2;1;7;1;2;4;4;4;5;4;3;1;4;2;1;5;5;4;3;3;2;5;5;5;3;1;2;3;1;4;3;4;5;5;4;4;2;5;1;2;4;5;5;1;3;4;5;2;-77;-77;4;1;3;5;5;4;1;5;4;2;1;4;1;4;5;2;1,375;4,1;3,77777777777778;3,55555555555556;4,5
713;19;2;-99;3;1;7;4;2;4;2;5;4;4;2;4;4;2;2;2;2;4;3;4;5;2;4;4;5;5;4;3;2;4;2;4;4;4;5;4;4;4;2;2;2;2;5;3;4;5;4;1;12;1;4;2;4;2;4;1;2;1;2;2;2;2;2;4;3;1;2,375;3,8;2,33333333333333;4;2,25
714;24;2;-99;4;2;8;3;2;5;4;4;4;4;2;2;5;2;2;4;4;4;2;4;5;5;4;4;2;3;3;4;2;4;3;4;4;4;4;4;4;2;3;2;4;4;4;4;3;4;2;2;-77;-77;4;2;4;4;4;1;2;3;3;2;2;2;4;4;2;2;2,25;3,7;3,33333333333333;3,44444444444444;3,75
715;25;2;-99;4;3;8;1;3;4;4;2;2;2;2;5;4;2;1;4;5;5;2;4;2;4;5;4;4;2;5;2;3;2;2;4;4;4;4;5;5;5;2;2;2;4;5;2;4;4;1;2;-77;-77;3;4;4;1;5;4;2;4;1;4;2;1;1;4;4;2;2,25;3,3;3,44444444444444;3,77777777777778;3
716;24;1;-99;5;2;9;4;4;4;1;4;2;4;5;3;5;4;1;5;2;5;5;5;1;2;4;4;5;2;4;1;4;1;5;1;5;2;5;5;4;4;4;2;5;2;5;4;5;4;1;1;18;2;2;4;1;3;5;5;2;4;2;5;4;2;2;4;2;2;3,875;3,4;4;4,44444444444444;1,875
717;24;2;-99;4;1;8;4;5;5;1;4;4;2;2;5;5;2;4;5;2;5;2;4;2;5;5;4;3;4;5;5;4;5;5;4;5;5;4;5;5;4;2;5;4;4;5;2;3;3;4;2;-77;-77;1;2;4;1;2;4;2;2;1;1;1;1;2;1;4;3;2,375;4,4;4,11111111111111;2,33333333333333;2,375
718;19;2;-99;2;2;9;2;1;2;3;4;5;5;4;4;5;2;1;5;3;4;2;5;5;4;5;5;5;3;2;3;3;2;2;4;5;5;4;2;4;1;2;2;5;4;4;1;2;5;5;2;-77;-77;5;1;2;2;5;1;1;3;4;4;1;2;5;4;5;1;1,75;4,5;2,55555555555556;4,33333333333333;3,25
719;21;2;-99;2;2;4;5;4;4;2;2;4;4;4;2;4;4;1;4;4;4;1;5;5;4;4;4;4;5;2;2;2;2;4;4;4;4;4;4;4;5;4;2;2;5;4;4;2;4;4;2;-77;-77;2;2;2;4;5;1;2;1;4;4;2;2;1;4;2;2;2,75;3,1;2,66666666666667;3,77777777777778;3,625
720;46;1;-99;4;1;4;2;4;4;1;2;5;4;4;3;4;2;1;5;4;4;2;4;4;4;4;4;4;2;4;2;2;4;4;4;2;5;5;4;2;4;1;4;4;4;4;4;3;4;1;1;17;4;2;1;2;3;5;2;2;4;2;2;1;4;2;2;2;2;1,625;2,7;3,44444444444444;3,44444444444444;3,25
722;42;1;-99;4;7;6;4;5;5;4;3;4;4;3;3;3;2;4;5;4;3;2;2;1;4;3;3;5;3;3;3;3;4;4;5;5;4;4;4;4;4;3;4;4;3;4;2;3;3;4;2;-77;-77;1;2;3;3;2;5;3;3;3;2;2;2;2;2;4;3;2,625;3,4;4;2,77777777777778;3,5
725;20;2;-99;4;1;0;4;2;4;5;2;4;1;4;1;4;4;2;2;5;3;1;1;5;5;5;3;5;2;1;2;2;5;1;4;4;5;4;2;1;4;1;4;1;5;1;2;4;5;4;2;-77;-77;4;2;2;5;4;1;3;4;5;1;1;5;2;2;4;1;2,25;3,1;2;2,88888888888889;4,875
726;20;2;-99;3;1;0;4;2;4;3;4;4;3;2;4;5;4;1;4;3;5;3;4;1;4;5;2;4;4;4;4;3;5;5;2;5;3;3;4;4;2;4;4;5;4;5;1;4;4;4;2;-77;-77;4;2;4;2;5;5;4;2;2;1;3;2;4;2;5;2;3,375;4,6;3,88888888888889;3,33333333333333;2,75
727;20;1;-99;1;1;6;4;3;2;1;3;4;5;3;4;2;3;1;5;4;3;4;4;4;2;2;2;4;2;5;3;4;4;4;4;5;4;4;4;5;4;4;4;2;2;4;1;5;5;5;1;10;5;3;2;3;2;5;2;4;4;1;2;2;1;2;2;5;1;3,375;3,4;3;3,77777777777778;2,125
730;25;2;-99;4;7;8;5;2;4;4;5;1;5;4;3;5;4;4;3;4;4;5;4;3;4;5;1;2;4;3;5;5;3;4;4;4;1;5;3;5;3;5;2;4;4;5;1;5;5;4;2;-77;-77;4;5;2;3;2;3;5;2;3;3;5;1;3;4;5;1;4,875;4,5;2,88888888888889;3,77777777777778;3,375
731;18;2;-99;2;1;0;5;4;5;4;5;2;4;2;1;5;4;4;5;5;5;4;3;1;5;5;1;2;3;1;4;4;2;5;5;5;2;5;5;1;5;5;1;5;5;5;2;1;4;5;2;-77;-77;2;4;4;5;2;5;5;3;5;4;4;5;1;5;4;2;4,375;4,4;4,33333333333333;3,11111111111111;4,875
732;18;2;-99;2;1;0;1;3;5;1;2;5;5;4;1;5;5;1;5;5;1;2;5;1;5;4;5;5;2;4;1;1;1;2;4;5;5;5;5;1;5;2;1;5;5;5;2;4;1;1;2;-77;-77;3;1;2;5;5;5;1;4;2;5;1;5;1;5;4;5;1,75;2,9;4,22222222222222;4,66666666666667;4
733;22;1;-99;4;1;0;3;2;4;3;4;4;4;3;3;5;2;2;4;4;4;3;5;2;5;4;4;5;4;2;4;3;5;3;4;5;5;5;4;5;4;4;4;3;4;5;2;5;4;4;2;-77;-77;4;2;3;3;4;4;2;2;4;1;1;1;2;2;4;2;2,5;4,1;3,22222222222222;3,88888888888889;3,5
736;22;2;-99;4;1;0;2;2;5;3;5;4;4;4;1;5;4;4;4;4;5;4;4;4;5;5;4;4;2;1;5;4;2;5;5;5;5;4;4;4;5;2;4;4;4;5;1;4;5;5;2;-77;-77;4;2;2;5;2;2;2;4;5;4;1;2;1;2;5;1;2,625;4,6;3,44444444444444;3,55555555555556;4,125
737;26;1;-99;4;2;4;5;5;4;4;2;1;4;4;2;4;5;1;5;4;4;4;5;5;5;5;1;5;4;4;2;2;2;2;4;4;4;5;4;4;3;4;4;4;4;4;3;4;4;3;2;-77;-77;1;5;2;4;5;1;5;2;2;4;2;2;3;2;3;2;4;3,4;2,88888888888889;3,88888888888889;3,625
739;18;3;-99;1;1;0;2;1;1;5;4;5;2;5;1;5;1;1;1;4;1;2;2;5;5;5;5;2;5;1;3;1;5;1;5;5;5;1;1;1;1;1;3;1;5;4;1;2;5;5;2;-77;-77;5;1;1;5;5;1;1;1;5;1;1;5;5;3;5;1;1,25;4,2;1;2,55555555555556;4,875
740;23;2;-99;4;1;6;2;4;4;3;3;5;4;4;2;4;3;2;4;3;2;3;4;2;4;4;5;2;4;4;3;4;4;5;4;5;5;5;4;4;5;1;2;2;4;4;2;4;4;4;2;-77;-77;2;1;2;4;4;4;1;2;2;2;1;2;1;4;4;2;2;3,4;3,22222222222222;3,44444444444444;3,25
741;22;2;-99;4;1;8;1;2;5;2;2;4;4;2;4;3;3;1;5;2;2;3;4;3;2;3;5;5;4;3;2;2;3;4;3;2;5;5;4;3;5;2;1;4;2;2;4;5;2;2;2;-77;-77;4;2;4;2;5;3;1;2;3;3;1;3;1;5;2;4;1,875;2,1;3,88888888888889;4,44444444444444;2,375
743;25;1;-99;2;7;4;5;2;5;4;4;3;5;4;4;5;4;1;4;4;5;4;5;5;4;5;2;5;3;4;3;2;4;4;3;4;3;5;4;4;3;4;2;3;3;5;1;4;2;2;1;14;5;4;3;2;2;5;1;4;3;2;2;3;2;3;4;5;4;3,625;4,1;3,33333333333333;4,33333333333333;3
744;25;1;-99;4;7;4;2;2;5;3;3;4;4;3;4;3;4;1;4;2;4;2;4;4;2;3;4;4;4;5;2;2;3;3;3;2;4;4;4;4;4;2;2;2;3;3;5;3;4;2;2;-77;-77;4;2;3;2;5;2;2;2;1;3;2;2;2;4;1;2;2,25;2,5;3;3,88888888888889;2,25
745;20;1;-99;2;1;0;1;3;3;3;4;4;4;4;3;5;3;2;3;3;5;3;4;4;4;5;5;3;3;3;5;4;3;3;4;4;5;4;3;3;3;1;3;2;4;5;1;3;4;4;2;-77;-77;3;2;2;3;4;2;1;3;3;3;1;3;3;3;5;2;2;4,5;2,55555555555556;3,44444444444444;3,375
746;35;3;-99;5;7;8;5;1;4;4;5;1;5;4;4;5;5;1;5;4;5;5;5;4;4;5;1;4;3;2;5;4;3;4;4;5;1;5;4;2;2;5;4;5;4;5;1;5;5;5;2;-77;-77;5;5;2;2;5;2;5;3;4;3;5;4;4;2;5;1;4,875;4,9;3,33333333333333;4,33333333333333;3,75
747;28;2;-99;4;3;3;2;2;4;2;4;4;4;2;5;5;2;1;5;2;4;3;2;4;2;2;4;5;4;5;4;2;2;1;4;4;4;5;4;4;2;3;1;2;4;5;3;2;4;4;2;-77;-77;4;2;4;1;5;2;2;2;1;4;2;2;4;5;3;2;2,25;3,9;2,88888888888889;4;2,25
748;24;2;-99;2;1;6;3;4;2;5;4;2;3;5;1;4;1;3;3;4;3;1;3;5;4;4;4;4;5;1;4;4;1;1;5;4;4;4;1;1;3;3;4;1;5;5;3;5;4;1;2;-77;-77;2;4;1;5;3;1;2;1;5;5;2;5;3;2;3;2;2,5;3,5;1,44444444444444;3,44444444444444;4,75
749;18;1;-99;2;1;0;3;4;4;3;5;4;4;4;4;5;3;4;4;3;4;4;2;4;4;5;4;2;4;2;4;3;2;3;4;5;5;4;3;5;3;2;4;3;2;5;2;4;5;4;1;17;1;2;2;2;2;2;2;2;2;4;4;1;1;3;2;4;1;2,5;4,4;2,66666666666667;2,88888888888889;2,875
750;24;1;-99;4;1;4;3;2;4;2;3;5;4;2;5;5;2;1;3;4;3;2;4;3;1;3;4;5;5;5;3;1;3;4;1;2;5;4;5;5;1;1;1;4;2;3;3;4;5;3;1;11;5;4;1;4;1;5;3;2;1;1;3;1;1;5;5;3;1;1,625;3,3;3,22222222222222;4,22222222222222;1,625
752;20;2;-99;3;2;6;5;1;4;4;4;3;4;4;4;4;5;2;5;3;2;4;4;5;2;5;1;5;5;2;3;2;3;3;4;5;3;5;5;5;2;5;4;3;4;5;5;5;5;0;1;9;1;5;3;2;2;4;1;5;1;4;3;3;1;4;2;1;1;4;3,3;2,77777777777778;4,11111111111111;3
754;16;1;-99;1;1;6;3;4;4;2;2;3;2;3;4;5;4;4;4;3;4;4;5;4;2;4;3;5;5;4;4;4;3;2;3;1;4;3;4;4;4;3;5;3;4;4;4;1;5;3;2;-77;-77;2;3;3;2;2;2;3;1;2;3;2;2;2;1;2;1;3,25;3,1;2,66666666666667;2,66666666666667;2,5
755;30;1;-99;5;1;7;1;4;3;4;3;5;3;2;3;4;2;1;4;4;4;2;4;4;3;4;5;4;4;4;3;2;4;3;3;4;5;5;4;3;2;1;1;4;4;5;2;4;4;4;2;-77;-77;2;1;4;3;5;2;1;2;2;2;1;3;4;5;4;2;1,375;3,9;3,11111111111111;3,77777777777778;3,25
757;18;1;-99;1;1;4;1;3;4;5;3;5;3;1;1;5;1;2;4;5;4;3;5;4;5;3;5;4;5;1;4;2;3;2;5;3;5;4;4;1;2;1;3;3;5;5;2;2;5;1;2;-77;-77;3;1;5;5;4;2;1;1;5;3;1;5;4;3;4;1;1,375;3,6;2,88888888888889;3,44444444444444;5
759;27;2;-99;4;1;6;3;2;5;4;4;5;4;3;3;4;2;1;5;3;4;3;4;4;5;5;5;4;4;2;1;1;4;4;5;5;5;5;5;4;4;1;1;4;5;5;1;4;4;5;2;-77;-77;4;1;3;3;5;2;1;2;4;2;1;2;2;5;5;2;1,625;4;3,55555555555556;4,11111111111111;3,875
760;20;1;-99;2;1;9;4;4;4;4;2;4;5;4;3;5;1;3;4;3;5;3;5;5;4;5;4;5;5;1;2;2;1;3;4;4;2;5;4;5;5;3;1;3;4;5;4;4;5;3;1;14;1;2;2;2;3;3;1;2;1;5;5;4;1;1;5;2;1;2,625;3,4;2,55555555555556;4,33333333333333;3,5
761;21;1;-99;2;1;0;1;5;2;5;1;5;1;5;1;5;4;2;2;5;2;1;4;5;5;4;5;1;5;1;2;1;4;2;5;5;5;3;2;1;4;1;4;1;5;4;2;1;4;2;2;-77;-77;1;1;1;5;4;1;1;1;5;2;1;5;2;2;4;2;1,375;3,1;1,55555555555556;2,11111111111111;5
763;23;2;-99;5;7;3;2;4;4;3;2;5;3;2;2;4;2;2;4;4;3;2;3;3;4;1;5;3;3;2;3;1;3;4;4;2;4;3;2;2;5;1;2;3;5;3;4;3;3;1;2;-77;-77;2;1;4;4;4;3;1;3;4;3;2;4;1;4;2;3;1,5;2,2;3,33333333333333;3,11111111111111;4
764;17;2;-99;1;2;6;4;4;5;5;2;3;4;4;2;2;2;2;5;5;4;4;2;1;5;1;3;2;2;4;1;5;5;5;5;2;3;2;5;5;5;2;3;5;2;2;2;1;4;1;2;-77;-77;2;3;2;4;4;5;3;4;2;1;3;1;1;3;4;2;3,25;2;4,22222222222222;2,33333333333333;3,625
765;19;1;-99;2;1;0;4;3;2;4;4;4;4;2;1;4;4;3;2;4;4;3;4;4;4;3;5;4;4;1;4;3;3;3;4;4;4;4;2;4;3;3;4;2;4;5;4;4;5;3;2;-77;-77;3;2;4;5;3;2;1;2;5;3;2;2;3;2;2;1;2,75;3,6;2,22222222222222;3,44444444444444;4
766;20;1;-99;4;2;0;2;4;4;5;5;5;4;4;2;5;3;1;4;3;5;4;4;5;4;5;1;3;4;2;5;1;4;4;4;5;5;3;2;4;2;3;2;4;5;5;1;3;5;5;1;14;5;2;1;2;4;5;1;5;2;4;2;1;2;4;4;5;1;2,5;4,9;2,66666666666667;3,33333333333333;3,875
769;19;1;-99;2;1;6;1;4;5;1;2;5;4;2;3;5;3;2;2;2;4;1;4;2;4;4;5;4;4;4;5;1;2;5;2;2;5;5;5;4;4;1;2;3;4;3;3;4;2;3;2;-77;-77;2;1;4;3;4;4;1;2;2;4;1;2;2;4;3;4;1,25;3,3;3,77777777777778;3,88888888888889;2,5
770;25;2;-99;4;1;7;5;2;4;3;2;2;4;3;3;5;4;3;5;4;4;4;3;1;5;4;2;4;4;2;3;2;3;4;5;4;3;4;5;2;4;5;4;4;3;3;4;3;4;4;2;-77;-77;4;4;3;3;3;5;4;2;4;3;3;4;2;2;2;2;3,875;3,3;3,77777777777778;3,33333333333333;3,875
772;30;2;-99;5;1;9;4;2;3;4;5;4;4;3;2;5;3;1;3;5;3;3;5;4;5;5;4;4;4;3;5;3;3;3;4;4;3;4;4;5;4;4;4;3;3;5;4;2;4;4;2;-77;-77;4;2;3;4;5;2;2;2;3;3;3;1;2;2;2;2;3;4;2,77777777777778;3,66666666666667;3,625
773;25;2;-99;5;7;7;5;2;5;4;5;2;5;4;4;5;2;1;5;4;5;4;5;5;5;5;4;5;4;2;4;5;1;4;5;5;4;5;5;4;5;2;1;2;5;5;1;4;4;4;2;-77;-77;4;4;2;2;5;1;2;2;4;5;2;2;1;5;5;2;3,25;4,4;3,11111111111111;4,77777777777778;3,875
774;30;2;-99;4;3;0;3;2;3;1;3;4;3;4;4;4;4;1;4;1;3;3;4;3;4;4;4;4;4;4;3;3;4;3;2;3;4;3;5;3;3;3;3;4;4;3;3;3;3;3;2;-77;-77;4;2;2;2;5;3;2;2;2;2;2;3;3;3;3;3;2,75;3,2;3,22222222222222;3,44444444444444;2,375
776;28;2;-99;3;3;6;4;2;4;2;4;2;5;5;2;5;4;2;4;4;4;4;4;5;4;5;3;4;5;3;4;3;2;2;3;5;3;5;2;3;4;4;2;2;4;4;1;3;5;5;2;-77;-77;4;4;1;4;4;1;3;1;3;4;3;3;2;4;5;1;3,625;4,3;2;4,11111111111111;3,375
778;24;2;-99;4;3;7;3;1;4;1;3;4;5;2;4;4;3;1;4;2;4;3;4;2;2;4;4;4;2;2;3;2;2;4;4;4;4;4;3;4;4;3;1;5;2;3;2;5;4;2;2;-77;-77;5;2;4;2;5;4;2;4;4;4;2;2;2;5;4;2;2,5;3,3;3,77777777777778;4,55555555555556;2,375
782;29;2;-99;5;3;0;2;2;4;4;2;5;5;2;1;5;1;1;5;4;3;1;4;4;5;2;4;3;4;1;2;1;2;5;4;4;5;5;4;1;5;1;1;5;5;5;3;2;3;4;2;-77;-77;4;1;4;5;5;2;2;2;5;4;1;5;1;5;3;3;1,25;3,1;3,77777777777778;4,11111111111111;4,625
783;35;1;-99;4;3;7;1;3;5;4;4;5;4;1;4;5;3;1;5;4;4;3;4;1;3;5;5;4;2;4;4;4;5;3;4;5;3;4;5;5;5;2;3;3;2;4;2;5;4;3;2;-77;-77;3;1;5;2;5;5;1;4;2;1;3;1;1;3;4;2;2,25;3,9;4,11111111111111;3,66666666666667;2,75
784;31;2;-99;4;3;7;4;4;2;4;4;5;5;4;1;5;2;1;5;0;5;2;5;4;5;4;5;4;4;2;2;1;4;2;5;5;5;5;4;5;5;2;1;5;5;4;1;2;4;5;2;-77;-77;2;1;2;5;5;2;1;2;4;2;1;1;1;5;5;2;1,75;4;2,88888888888889;3,88888888888889;3,625
787;69;2;-99;2;4;0;4;5;3;5;5;2;3;5;1;5;2;2;2;4;4;4;4;5;5;4;3;2;4;1;5;4;4;3;5;4;3;3;4;2;2;2;4;3;4;5;2;3;5;3;2;-77;-77;1;4;1;5;4;1;3;2;5;2;3;4;4;2;4;1;3,25;4,3;2,22222222222222;2,66666666666667;4,625
788;19;1;-99;1;1;0;2;3;3;4;4;3;4;4;1;5;2;2;3;4;4;2;3;5;5;3;4;2;5;2;4;2;4;3;4;2;4;3;5;4;2;2;2;2;4;5;4;3;5;4;1;14;6;3;3;2;5;4;1;2;1;4;2;2;2;4;4;2;1;2,125;3,7;2,33333333333333;3,11111111111111;4
806;21;1;-99;2;1;6;3;3;3;1;3;4;3;3;4;5;3;2;3;2;4;3;4;3;4;4;3;4;3;3;3;3;3;3;3;5;4;3;3;3;3;2;3;3;3;4;3;4;4;3;1;10;4;3;2;3;2;4;3;3;3;3;3;2;3;3;3;3;2;2,625;3,7;2,88888888888889;3,44444444444444;2,625
792;25;2;-99;4;1;9;4;2;5;4;5;3;5;1;3;5;3;1;4;4;5;2;2;2;4;5;2;3;3;2;5;2;1;4;3;5;3;5;4;3;3;3;1;3;3;4;5;2;2;5;2;-77;-77;4;3;5;3;5;4;4;3;4;5;3;3;3;5;1;4;3;4,3;4;4;3,5
793;21;2;-99;4;7;8;3;4;5;4;4;5;4;2;3;5;1;2;4;4;4;2;3;3;5;4;4;2;5;4;3;3;2;2;5;4;4;4;4;4;5;2;1;4;5;4;2;2;5;4;2;-77;-77;2;1;4;3;4;3;2;1;2;4;2;2;1;5;4;1;2;3,7;3,11111111111111;3,33333333333333;3,75
796;40;2;-99;3;3;7;2;4;3;4;2;5;4;3;1;3;2;2;4;5;2;2;4;4;5;2;5;4;3;2;2;2;4;4;5;3;5;4;4;3;4;1;3;3;5;3;2;4;2;4;2;-77;-77;2;1;3;5;4;2;1;3;4;2;1;3;2;3;4;4;1,5;2,7;3,33333333333333;3,44444444444444;4,5
799;21;3;-99;4;1;4;4;1;5;5;4;5;5;2;2;5;4;1;4;2;5;4;5;2;3;5;4;5;2;4;5;2;3;5;2;4;5;5;5;5;2;3;1;3;3;5;2;1;4;5;2;-77;-77;5;1;4;4;5;4;2;4;2;3;1;1;4;5;4;2;2,625;4,6;4;4,33333333333333;2,75
800;19;1;-99;2;1;0;3;2;3;4;4;4;4;4;1;5;2;4;3;4;3;2;1;5;5;5;4;2;4;1;4;3;2;2;5;5;5;5;4;2;3;2;2;2;5;5;1;3;5;3;1;12;3;4;2;2;5;2;1;2;2;5;4;1;4;3;4;5;1;2,125;4,2;2,22222222222222;3,22222222222222;4,625
801;22;2;-99;4;7;9;2;4;4;4;4;5;3;3;3;3;2;1;5;4;2;3;2;3;5;5;5;1;2;3;3;2;4;3;4;5;5;4;4;4;3;2;2;3;4;2;1;2;2;5;2;-77;-77;2;1;3;3;5;3;1;4;3;2;1;2;3;4;5;4;1,75;3,7;3,66666666666667;2,77777777777778;3,625
802;48;2;-99;3;3;9;3;3;4;3;5;3;5;2;2;5;3;1;5;3;4;4;1;1;4;5;3;3;1;3;5;4;3;5;3;5;2;4;5;5;3;4;1;5;3;5;1;4;3;5;1;9;5;3;3;4;4;5;5;3;5;3;3;4;1;3;5;5;3;3,5;4,7;4,55555555555556;3,66666666666667;3
803;66;2;-99;5;1;0;1;2;4;3;5;5;4;3;5;5;1;1;4;2;4;1;5;2;2;4;5;4;4;5;5;1;1;2;2;5;5;5;4;5;5;1;1;4;2;5;1;4;2;3;2;-77;-77;4;1;3;1;5;4;1;2;1;5;1;1;1;5;5;4;1;4,2;3,44444444444444;4,55555555555556;1,75
804;19;2;-99;2;1;0;4;5;4;2;4;3;4;4;3;5;2;4;5;4;3;2;2;4;4;4;3;2;2;3;2;3;4;4;4;2;3;5;4;4;4;2;2;2;4;2;2;3;4;2;2;-77;-77;1;3;2;3;2;2;3;4;3;2;3;2;2;4;4;2;2,75;3;3,22222222222222;2,77777777777778;3,25
805;18;1;-99;1;2;0;3;4;4;2;1;4;3;4;3;4;2;2;2;2;2;1;4;4;2;2;3;4;5;3;2;1;3;2;3;2;4;3;4;3;2;3;3;2;4;2;5;4;4;2;2;-77;-77;2;2;2;3;4;2;3;1;3;3;2;3;4;3;1;2;2,125;2,2;2,33333333333333;3,33333333333333;2,75
807;39;1;-99;2;3;4;2;2;4;1;5;3;4;1;5;5;3;3;5;2;4;3;4;3;2;5;4;5;3;4;5;3;3;5;2;5;3;5;5;3;3;4;2;5;2;5;1;5;3;4;1;8;3;4;3;5;1;3;3;2;3;2;3;3;3;3;4;5;3;2,875;4,6;4,22222222222222;4,11111111111111;1,875
809;19;2;-99;2;7;0;2;4;4;2;5;4;4;3;2;4;1;1;4;3;4;1;1;1;4;4;4;4;2;4;4;1;2;4;1;5;4;1;2;2;4;2;2;2;2;5;1;2;1;4;2;-77;-77;2;2;3;4;5;5;2;4;2;4;2;4;2;4;5;5;1,625;4,2;3,66666666666667;3;2,75
810;20;1;-99;2;1;0;1;3;4;4;4;5;4;5;5;5;2;1;3;2;3;1;4;5;3;5;5;3;4;4;4;4;4;4;1;5;5;4;3;4;4;2;4;3;2;5;2;2;4;4;2;-77;-77;3;1;1;1;5;1;1;2;2;2;1;2;2;2;4;2;1,625;4,1;2,55555555555556;3,22222222222222;2,125
811;31;1;-99;4;1;8;2;4;3;4;3;5;3;4;1;3;1;1;4;5;2;1;1;5;5;2;4;2;5;2;3;1;4;4;4;2;4;3;2;2;4;1;3;2;5;4;4;2;4;3;2;-77;-77;2;1;2;5;5;1;2;1;4;2;2;4;2;3;2;2;1,375;2,6;2,33333333333333;2,55555555555556;4,5
813;32;2;-99;6;7;9;4;3;4;2;2;2;4;2;4;3;4;2;4;2;4;4;4;4;2;3;2;4;2;4;4;3;2;3;2;3;1;4;4;4;2;4;1;3;2;4;4;4;4;3;2;-77;-77;3;4;4;2;4;2;4;4;2;4;5;2;4;5;2;2;4;3,2;3,33333333333333;4;2
812;30;2;-99;4;7;0;2;3;5;1;4;5;1;2;3;5;1;1;5;2;3;1;4;2;5;4;5;2;4;4;2;2;2;5;2;4;5;5;4;3;5;1;1;5;4;4;2;2;2;5;2;-77;-77;3;1;4;3;5;4;1;2;2;4;1;3;1;5;4;4;1,25;3,6;4,22222222222222;3,44444444444444;2,75
814;23;2;-99;4;7;0;2;4;4;4;4;4;4;4;1;4;2;2;4;2;4;4;5;4;5;5;4;2;5;1;4;1;2;4;5;5;4;4;3;1;4;3;2;5;5;4;1;4;5;4;2;-77;-77;2;2;2;5;4;2;2;1;5;4;2;5;2;4;5;1;2,25;4,1;2,88888888888889;3,66666666666667;4,5
815;23;2;-99;4;2;9;4;3;3;4;5;3;4;5;1;5;3;4;5;4;5;3;2;5;5;4;3;1;4;1;4;4;3;5;4;2;3;5;4;2;4;4;3;5;4;3;3;4;5;4;2;-77;-77;3;3;1;5;2;1;3;2;5;3;3;4;2;3;3;1;3,375;3,7;3;3;4,375
817;18;2;-99;1;1;0;2;4;1;5;1;5;4;5;5;5;2;1;2;2;4;4;5;5;4;1;5;4;5;2;1;1;4;1;5;5;4;4;1;5;5;4;2;1;1;5;1;4;4;5;2;-77;-77;2;1;1;1;5;1;1;1;4;2;2;1;1;4;5;2;2,125;3,3;1,22222222222222;3,77777777777778;2,875
818;22;2;-99;2;1;3;4;4;3;3;3;4;4;4;2;5;2;4;4;4;3;4;4;5;4;5;3;3;5;2;4;3;2;3;4;5;4;4;2;3;2;3;4;2;4;5;5;2;5;5;2;-77;-77;2;2;2;4;2;1;3;1;4;4;2;3;4;2;1;1;2,875;4;2,11111111111111;3;3,75
819;20;2;-99;2;7;0;2;5;2;4;2;4;4;1;1;5;2;1;5;4;5;2;4;5;5;4;5;5;4;1;1;2;2;1;5;5;5;5;2;4;4;4;2;5;5;5;1;2;5;5;1;1;3;1;2;5;5;5;1;1;2;5;4;1;2;2;4;5;1;2;3,9;2,66666666666667;3,77777777777778;4,375
820;21;1;-99;2;1;9;5;2;4;1;5;2;4;5;4;4;5;2;4;4;4;5;5;5;4;5;2;5;4;4;4;2;2;4;4;5;4;5;4;4;5;5;4;4;4;4;2;5;5;4;2;-77;-77;4;4;1;2;4;1;4;2;2;4;2;2;1;2;4;1;4;4;2,77777777777778;4,22222222222222;2,875
